"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.dbtest.confluence-pg0.utah.cloudlab.us",,,,"User:","Xinying"
"Cmdline:","dstat -cdn --output ycsb_dstat_log.csv",,,,"Date:","23 Oct 2024 16:00:20 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",
5.361,5.676,88.962,0,0,0,47529984,1986,348
5.542,6.707,87.752,0,0,0,48279552,2292,772
4.756,4.756,88.110,2.378,0,0,59105280,1998,664
7.644,6.222,86.134,0,0,0,41144320,3948,688
1.882,5.019,92.911,0.188,0,0,122691584,1672,2508
6.889,3.397,88.833,0.881,0,0,153124864,3378,812
5.118,5.777,89.105,0,0,0,43732992,2367,540
6.048,5.985,87.967,0,0,0,44916736,2665,658
5.591,6.854,87.555,0,0,0,50290688,2426,996
5.183,5.752,89.064,0,0,0,91754496,3378,656
4.742,5.057,89.730,0.471,0,0,121540608,1566,282
4.897,5.529,89.573,0,0,0,44445696,3926,688
6.094,6.126,87.780,0,0,0,47673344,1783,498
5.152,5.879,88.970,0,0,0,45985792,2784,980
6.709,7.496,85.795,0,0,0,80060416,2960,2458
6.900,6.742,85.917,0.441,0,0,136318976,1266,290
5.949,5.414,88.637,0,0,0,108806144,2052,506
7.893,4.937,87.170,0,0,0,37642240,1704,1156
4.669,6.088,89.243,0,0,0,47583232,3308,664
5.664,6.167,88.169,0,0,0,48332800,1938,814
4.882,6.236,87.748,1.134,0,0,228110336,1872,506
4.943,6.045,89.011,0,0,0,46870528,1746,424
6.357,5.819,87.824,0,0,0,47333376,2442,506
4.860,5.838,89.303,0,0,0,47304704,2492,640
5.014,5.708,89.278,0,0,0,46821376,2603,2466
4.959,8.275,86.576,0.190,0,0,152252416,3072,588
8.399,5.494,86.107,0,0,0,38666240,3140,514
6.843,8.073,85.084,0,0,0,112791552,3018,732
7.055,3.906,89.039,0,0,0,35364864,858,1246
4.836,5.594,89.570,0,0,0,47460352,2544,432
4.015,5.628,89.440,0.917,0,0,207876096,1657,348
5.801,7.566,86.633,0,0,0,81997824,2724,886
6.947,5.431,87.622,0,0,0,44163072,1518,522
5.208,5.619,89.173,0,0,0,47042560,3656,954
4.706,5.970,89.324,0,0,0,47788032,2562,2334
4.548,5.489,89.649,0.314,0,0,141078528,3945,500
5.968,6.220,87.812,0,0,0,46403584,2846,688
8.763,6.658,84.579,0,0,0,78057472,3565,590
5.686,7.571,86.742,0,0,0,117145600,3378,664
7.073,4.433,88.494,0,0,0,38850560,2478,656
5.343,4.997,89.063,0.597,0,0,154238976,2854,1004
4.489,5.343,89.788,0.379,0,0,89477120,3324,364
7.743,6.579,85.678,0,0,0,42680320,2658,854
5.826,5.607,88.567,0,0,0,70860800,3462,2004
4.440,2.345,93.215,0,0,0,14815232,2442,2654
3.794,2.415,93.446,0.345,0,0,86675456,3066,322
4.626,1.594,93.779,0,0,0,13901824,1146,348
6.101,2.034,91.865,0,0,0,14020608,19413,7856
4.318,1.846,93.805,0.031,0,0,14127104,6110,4814
4.394,1.475,94.131,0,0,0,13791232,10553,6032
4.297,1.819,93.883,0,0,0,16662528,8483,7777
4.357,1.630,94.013,0,0,0,14065664,6276,3042
5.770,1.787,92.443,0,0,0,13193216,4528,3280
4.756,1.596,93.648,0,0,0,13705216,9829,5638
4.664,1.471,93.865,0,0,0,13271040,3591,2954
4.420,1.411,94.169,0,0,0,13090816,3750,886
4.382,2.003,93.615,0,0,0,15708160,1817,630
6.017,1.630,92.353,0,0,0,12554240,9490,5436
4.229,1.848,93.922,0,0,0,12267520,2326,1194
4.420,1.599,93.981,0,0,0,12042240,14614,7014
4.599,1.439,93.961,0,0,0,12152832,2698,818
4.398,1.508,94.094,0,0,0,14495744,4048,1030
